Key,Type,English,French,Chinese,Spanish,Filipino,Vietnamese,Thai,Portuguese,Hindi,Swahili,Indonesian,Creole,Burmese
tos_changes_title,main,10. Changes to Terms,10. Modifications des conditions,10. 条款变更,10. Cambios en los términos,10. Mga Pagbabago sa Tuntunin,10. Thay đổi các điều khoản,10. การเปลี่ยนแปลงข้อกำหนด,10. Alterações nos Termos,10. शर्तों में परिवर्तन,10. Mabadiliko ya Masharti,10. Perubahan Ketentuan,10. Chanjman nan Kondisyon yo,10. စည်းမျဉ်းများ ပြောင်းလဲမှုများ
tos_changes_content,main,We reserve the right to modify these terms at any time. Continued use of the app constitutes acceptance of the new terms.,Nous nous réservons le droit de modifier ces conditions. L'utilisation continue de l'application constitue l'acceptation des nouvelles conditions.,我们保留随时修改这些条款的权利。继续使用本应用即表示接受新条款。,Nos reservamos el derecho de modificar estos términos en cualquier momento. El uso continuado de la aplicación constituye la aceptación de los nuevos términos.,Inirereserba namin ang karapatang baguhin ang mga tuntuning ito. Ang patuloy na paggamit ng app ay nangangahulugang pagtanggap sa mga bagong tuntunin.,Chúng tôi có quyền sửa đổi các điều khoản này bất cứ lúc nào. Việc tiếp tục sử dụng ứng dụng đồng nghĩa với việc chấp nhận các điều khoản mới.,เราขอสงวนสิทธิ์ในการแก้ไขข้อกำหนดเหล่านี้ การใช้งานอย่างต่อเนื่องหมายถึงการยอมรับข้อกำหนดใหม่,Reservamo-nos o direito de modificar estes termos. O uso continuado do aplicativo constitui aceitação dos novos termos.,हम किसी भी समय इन शर्तों को संशोधित करने का अधिकार सुरक्षित रखते हैं। ऐप का निरंतर उपयोग नई शर्तों की स्वीकृति माना जाएगा।,Tunahifadhi haki ya kurekebisha masharti haya wakati wowote. Kuendelea kutumia programu kunajumuisha kukubali sheria na masharti mapya.,Kami berhak mengubah ketentuan ini kapan saja. Penggunaan aplikasi yang berkelanjutan merupakan penerimaan terhadap persyaratan baru.,Nou rezève dwa pou modifye kondisyon sa yo nenpòt ki lè. Kontinye itilizasyon app a reprezante akseptasyon nouvo kondisyon yo.,ဤအသုံးအနှုန်းများကို အချိန်မရွေး ပြုပြင်ပြောင်းလဲရန် ကျွန်ုပ်တို့ လက်ဝယ်ရှိပါသည်။ အက်ပ်ကို ဆက်လက်အသုံးပြုခြင်းသည် စည်းမျဉ်းအသစ်များကို လက်ခံခြင်းဖြစ်သည်။
tos_contact_title,main,11. Contact Information,11. Informations de contact,11. 联系信息,11. Información de contacto,11. Impormasyon sa Pakikipag-ugnayan,11. Thông tin liên hệ,11. ข้อมูลการติดต่อ,11. Informações de Contato,11. संपर्क जानकारी,11. Maelezo ya Mawasiliano,11. Informasi Kontak,11. Enfòmasyon sou kontak,11. ဆက်သွယ်ရန်အချက်အလက်
tos_contact_content,main,"For support or legal inquiries, please contact the developer through the app's profile settings.","Pour toute question juridique ou d'assistance, veuillez contacter le développeur via les paramètres du profil de l'application.",如有支持或法律咨询，请通过应用的个人资料设置联系开发者。,"Para soporte o consultas legales, comuníquese con el desarrollador a través de los ajustes del perfil de la aplicación.","Para sa suporta o legal na katanungan, mangyaring makipag-ugnayan sa developer sa pamamagitan ng profile settings ng app.","Để được hỗ trợ hoặc có thắc mắc pháp lý, vui lòng liên hệ với nhà phát triển thông qua cài đặt hồ sơ của ứng dụng.",สำหรับการสนับสนุนหรือคำถามทางกฎหมาย โปรดติดต่อผู้พัฒนาผ่านการตั้งค่าโปรไฟล์ของแอป,"Para suporte ou questões legais, entre em contato com o desenvolvedor através das configurações de perfil do aplicativo.","सहायता या कानूनी पूछताछ के लिए, कृपया ऐप की प्रोफ़ाइल सेटिंग्स के माध्यम से डेवलपर से संपर्क करें।","Kwa usaidizi au maswali ya kisheria, tafadhali wasiliana na msanidi programu kupitia mipangilio ya wasifu wa programu.","Untuk dukungan atau pertanyaan hukum, silakan hubungi pengembang melalui pengaturan profil aplikasi.","Pou sipò oswa kesyon legal, tanpri kontakte pwomotè a atravè paramèt pwofil aplikasyon an.",ပံ့ပိုးကူညီမှု သို့မဟုတ် ဥပဒေဆိုင်ရာ စုံစမ်းမေးမြန်းမှုများအတွက် အက်ပ်၏ပရိုဖိုင်ဆက်တင်များမှတစ်ဆင့် ဆော့ဖ်ဝဲအင်ဂျင်နီယာထံ ဆက်သွယ်ပါ။
contact_support,main,Contact Support: %s,Contacter l'assistance : %s,联系支持：%s,Contactar soporte: %s,Makipag-ugnayan sa Suporta: %s,Liên hệ hỗ trợ: %s,ติดต่อฝ่ายสนับสนุน: %s,Contatar Suporte: %s,सहायता से संपर्क करें: %s,Wasiliana na Usaidizi: %s,Hubungi Dukungan: %s,Kontakte sipò: %s,ဆက်သွယ်ရန် အကူအညီ- %s
quote_1,main,"Agriculture is the most healthful, most useful and most noble employment of man. - George Washington","L'agriculture est l'emploi de l'homme le plus sain, le plus utile et le plus noble. - George Washington",农业是人类最健康、最有用、最高尚的职业。 - 乔治·华盛顿,"La agricultura es el empleo del hombre más saludable, más útil y más noble. - George Washington","Ang agrikultura ang pinakamalusog, pinakakapaki-pakinabang, at pinakadangal na hanapbuhay ng tao. - George Washington","Nông nghiệp là nghề nghiệp lành mạnh nhất, hữu ích nhất và cao quý nhất của con người. - George Washington",เกษตรกรรมเป็นการจ้างงานที่ดีต่อสุขภาพ มีประโยชน์ และสูงส่งที่สุดของมนุษย์ - จอร์จ วอชิงตัน,"A agricultura é o emprego mais saudável, mais útil e mais nobre do homem. - George Washington","कृषि मनुष्य का सबसे स्वस्थ, सबसे उपयोगी और सबसे महान व्यवसाय है। - जॉर्ज वाशिंगटन","Kilimo ndio ajira yenye afya zaidi, muhimu zaidi na adhimu zaidi ya mwanadamu. - George Washington","Pertanian adalah pekerjaan manusia yang paling menyehatkan, paling berguna dan paling mulia. -George Washington","Agrikilti se travay ki pi an sante, pi itil ak pi nòb lèzòm. - George Washington",စိုက်ပျိုးရေးသည် လူသားတို့၏ ကျန်းမာရေးအတွက် အကောင်းဆုံး၊ အသုံးအဝင်ဆုံးနှင့် အမွန်မြတ်ဆုံး အလုပ်ဖြစ်သည်။ - ဂျော့ခ်ျဝါရှင်တန်
quote_2,main,"The farmer is the only man in our economy who buys everything at retail, sells everything at wholesale, and pays the freight both ways. - John F. Kennedy","L'agriculteur est le seul homme dans notre économie qui achète tout au détail, vend tout en gros et paie le fret dans les deux sens. - John F. Kennedy",农民是我们经济中唯一一个以零售价买入一切，以批发价卖出一切，并双向支付运费的人。 - 约翰·F·肯尼迪,"El agricultor es el único hombre en nuestra economía que compra todo al por menor, vende todo al por mayor y paga el flete en ambos sentidos. - John F. Kennedy","Ang magsasaka ang tanging tao sa ating ekonomiya na bumibili ng lahat sa retail, nagbebenta ng lahat sa wholesale, at nagbabayad ng kargamento sa parehong paraan. - John F. Kennedy","Người nông dân là người duy nhất trong nền kinh tế của chúng ta mua mọi thứ với giá bán lẻ, bán mọi thứ với giá bán buôn và trả tiền cước vận chuyển cả hai chiều. - John F. Kennedy",เกษตรกรเป็นคนคนเดียวในเศรษฐกิจของเราที่ซื้อทุกอย่างในราคาปลีก ขายทุกอย่างในราคาส่ง และจ่ายค่าขนส่งทั้งสองทาง - จอห์น เอฟ. เคนเนดี,"O agricultor é o único homem na nossa economia que compra tudo a retalho, vende tudo por atacado e paga o frete nos dois sentidos. - John F. Kennedy","किसान हमारी अर्थव्यवस्था में अकेला ऐसा व्यक्ति है जो सब कुछ खुदरा में खरीदता है, सब कुछ थोक में बेचता है, और दोनों तरफ का भाड़ा देता है। - जॉन एफ. कैनेडी","Mkulima ndiye mtu pekee katika uchumi wetu ambaye ananunua kila kitu kwa rejareja, anauza kila kitu kwa jumla, na analipa mizigo pande zote mbili. - John F. Kennedy","Petani adalah satu-satunya orang dalam perekonomian kita yang membeli segala sesuatu secara eceran, menjual segala sesuatu secara grosir, dan membayar ongkos angkut dua arah. - John F.Kennedy","Kiltivatè a se sèl moun nan ekonomi nou an ki achte tout bagay an detay, ki vann tout bagay an gwo, epi ki peye machandiz la tou de sens. - John F. Kennedy",လယ်သမားသည် ကျွန်ုပ်တို့၏စီးပွားရေးတွင် အရာအားလုံးကို လက်လီရောင်းချသည်၊ လက်ကားရောင်းချပြီး ကုန်စည်ပို့ဆောင်မှုကို နည်းလမ်းနှစ်မျိုးလုံးပေးဆောင်သည့် တစ်ဦးတည်းသောလူဖြစ်သည်။ - John F. Kennedy
quote_3,main,Farming is a profession of hope. - Brian Brett,L'agriculture est une profession d'espoir. - Brian Brett,务农是一种希望的职业。 - 布莱恩·布雷特,La agricultura es una profesión de esperanza. - Brian Brett,Ang pagsasaka ay isang propesyon ng pag-asa. - Brian Brett,Nông nghiệp là một nghề nghiệp của hy vọng. - Brian Brett,การทำฟาร์มคืออาชีพแห่งความหวัง - ไบรอัน เบรตต์,A agricultura é uma profissão de esperança. - Brian Brett,खेती आशा का पेशा है। - ब्रायन ब्रेट,Kilimo ni taaluma ya matumaini. - Brian Brett,Pertanian adalah sebuah profesi harapan. -Brian Brett,Agrikilti se yon pwofesyon nan espwa. - Brian Brett,လယ်ယာစိုက်ပျိုးခြင်းသည် မျှော်လင့်ချက်၏ အသက်မွေးဝမ်းကြောင်းတစ်ခုဖြစ်သည်။ - Brian Brett
quote_4,main,"The ultimate goal of farming is not the growing of crops, but the cultivation and perfection of human beings. - Masanobu Fukuoka","Le but ultime de l'agriculture n'est pas la culture de céréales, mais la culture et la perfection des êtres humains. - Masanobu Fukuoka",务农的最终目标不是作物的生长，而是人的培养和完善。 - 福冈正信,"El objetivo final de la agricultura no es el cultivo de cosechas, sino el cultivo y la perfección de los seres humanos. - Masanobu Fukuoka","Ang huling layunin ng pagsasaka ay hindi ang pagpapatubo ng mga pananim, kundi ang paglilinang at pagperpekto ng mga tao. - Masanobu Fukuoka","Mục tiêu cuối cùng của canh tác không phải là trồng cây, mà là sự nuôi dưỡng và hoàn thiện con người. - Masanobu Fukuoka",เป้าหมายสูงสุดของการทำฟาร์มไม่ใช่การปลูกพืช แต่เป็นการบ่มเพาะและความสมบูรณ์แบบของมนุษย์ - มาซาโนบุ ฟุกุโอกะ,"O objetivo final de la agricultura não é o cultivo de colheitas, mas o cultivo e o aperfeiçoamento dos seres humanos. - Masanobu Fukuoka","खेती का अंतिम लक्ष्य फसलों को उगाना नहीं है, बल्कि मनुष्यों का संवर्धन और पूर्णता है। - मासानोबू फुकुओका","Lengo kuu la kilimo sio ukuaji wa mazao, lakini kilimo na ukamilifu wa wanadamu. - Masanobu Fukuoka","Tujuan akhir bertani bukanlah bercocok tanam, melainkan budidaya dan kesempurnaan umat manusia. - Masanobu Fukuoka","Objektif final la nan agrikilti se pa grandi nan rekòt, men kiltivasyon ak pèfeksyon nan èt imen. - Masanobu Fukuoka",လယ်ယာစိုက်ပျိုးခြင်း၏ အဆုံးစွန်ပန်းတိုင်မှာ ကောက်ပဲသီးနှံများ စိုက်ပျိုးခြင်းမဟုတ်ဘဲ လူသားများ စိုက်ပျိုးခြင်းနှင့် ပြီးပြည့်စုံခြင်းပင်ဖြစ်သည်။ - Masanobu Fukuoka
quote_5,main,"Hard work spotlights the character of people: some turn up their sleeves, some turn up their noses, and some don't turn up at all. - Sam Ewing","Le travail acharné met en lumière le caractère des gens : certains retroussent leurs manches, certains froncent les sourcils et d'autres ne se présentent pas du tout. - Sam Ewing",艰苦的工作能凸显人的性格：有些人卷起袖子，有些人皱起鼻子，还有些人根本不出现。 - 萨姆·尤因,"El trabajo duro pone de relieve el carácter de las personas: algunos se arremangan, algunos arrugan la nariz y otros no aparecen en absoluto. - Sam Ewing","Ang masipag na trabaho ay nagbibigay-diin sa karakter ng mga tao: ang ilan ay naglululon ng kanilang mga manggas, ang ilan ay kumukulubot ng kanilang mga ilong, at ang ilan ay hindi sumisipot. - Sam Ewing","Làm việc chăm chỉ làm nổi bật tính cách của con người: một số người xắn tay áo, một số người hếch mũi và một số người hoàn toàn không xuất hiện. - Sam Ewing",งานหนักช่วยส่องสว่างตัวตนของผู้คน: บางคนม้วนแขนเสื้อขึ้น บางคนทำจมูกย่น และบางคนไม่ปรากฏตัวเลย - แซม อีวิง,"O trabalho árduo destaca o caráter das pessoas: alguns arregaçam as mangas, alguns torcem o nariz e alguns nem sequer aparecem. - Sam Ewing","कड़ी मेहनत लोगों के चरित्र को उजागर करती है: कुछ अपनी आस्तीनें चढ़ा लेते हैं, कुछ अपनी नाक सिकोड़ लेते हैं, और कुछ बिल्कुल भी सामने नहीं आते। - सैम इविंग","Kufanya kazi kwa bidii huangazia tabia ya watu: wengine huinua mikono yao juu, wengine huinua pua zao, na wengine hawajitokezi kabisa. - Sam Ewing","Kerja keras menonjolkan karakter seseorang: ada yang angkat lengan, ada yang angkat hidung, dan ada yang tidak muncul sama sekali. - Sam Ewing","Travay di montre karaktè moun yo: gen kèk ki leve manch yo, gen kèk ki leve nen yo, ki gen kèk ki pa leve ditou. - Sam Ewing",အလုပ်ကြိုးစားမှုသည် လူတို့၏စရိုက်ကို မီးမောင်းထိုးပြသည်- အချို့က အင်္ကျီကို လှန်လိုက်၊ အချို့က နှာခေါင်းကို လှန်ကြပြီး အချို့မှာ လုံးဝမထလိုက်။ - Sam Ewing
quote_6,main,Persistence is to the character of man as carbon is to steel. - Napoleon Hill,La persévérance est au caractère de l'homme ce que le carbone est à l'acier. - Napoleon Hill,坚持之于人的性格，犹碳之于钢。 - 拿破仑·希尔,La persistencia es para el carácter del hombre lo que el carbono es para el acero. - Napoleon Hill,Ang pagtitiyaga ay sa karakter ng tao gaya ng carbon sa bakal. - Napoleon Hill,Sự kiên trì đối với tính cách của con người giống như carbon đối với thép. - Napoleon Hill,ความพากเพียรมีความสำคัญต่ออุปนิสัยของมนุษย์ เหมือนกับคาร์บอนที่มีต่อเหล็กกล้า - นโปเลียน ฮิลล์,A persistência está para o caráter do homem como o carbono está para o aço. - Napoleon Hill,दृढ़ता मनुष्य के चरित्र के लिए वैसी ही है जैसे स्टील के लिए कार्बन। - नेपोलियन हिल,Ustahimilivu ni kwa tabia ya mwanadamu kama vile kaboni ni chuma. - Napoleon Hill,Kegigihan merupakan karakter manusia seperti halnya karbon terhadap baja. - Bukit Napoleon,Pèsistans se pou karaktè moun tankou kabòn se pou fe. - Napoleon Hill,ကာဗွန်သည် သံမဏိကဲ့သို့ မြဲမြံစွာ တည်ရှိနေခြင်းသည် လူသား၏ စရိုက်လက္ခဏာဖြစ်သည်။ - နပိုလီယံဟေးလ်
quote_7,main,"Success is not final, failure is not fatal: it is the courage to continue that counts. - Winston Churchill","Le succès n'est pas final, l'échec n'est pas fatal : c'est le courage de continuer qui compte. - Winston Churchill",成功不是终点，失败也不是终结：重要的是继续前进的勇气。 - 温斯顿·丘吉尔,"El éxito no es el final, el fracaso no es fatal: es el valor para continuar lo que cuenta. - Winston Churchill","Ang tagumpay ay hindi katapusan, ang kabiguan ay hindi nakamamatay: ang lakas ng loob na magpatuloy ang mahalaga. - Winston Churchill","Thành công không phải là cuối cùng, thất bại không phải là tử vong: lòng can đảm để tiếp tục mới là điều quan trọng. - Winston Churchill",ความสำเร็จไม่ใช่จุดสิ้นสุด ความล้มเหลวไม่ใช่เรื่องคอขาดบาดตาย: ความกล้าที่จะเดินหน้าต่อไปต่างหากที่สำคัญ - วินสตัน เชอร์ชิลล์,"O sucesso não é definitivo, o fracasso não é fatal: o que conta é a coragem de continuar. - Winston Churchill","सफलता अंतिम नहीं है, असफलता घातक नहीं है: जो मायने रखता है वह जारी रखने का साहस है। - विंस्टन चर्चिल","Mafanikio sio mwisho, kutofaulu sio kifo: ni ujasiri wa kuendelea ndio muhimu. - Winston Churchill","Kesuksesan bukanlah sesuatu yang final, kegagalan bukanlah sesuatu yang fatal: yang terpenting adalah keberanian untuk melanjutkan. -Winston Churchill","Siksè pa final, echèk pa fatal: se kouraj pou kontinye ki konte. - Winston Churchill",အောင်မြင်မှုသည် နောက်ဆုံးမဟုတ်ပါ၊ ရှုံးနိမ့်ခြင်းသည် အသက်မသေပါ။ ၎င်းသည် အရေအတွက်များစွာကို ဆက်လက်လုပ်ဆောင်ရန် သတ္တိဖြစ်သည်။ - Winston Churchill
quote_8,main,The only place where success comes before work is in the dictionary. - Vidal Sassoon,Le seul endroit où le succès vient avant le travail est dans le dictionnaire. - Vidal Sassoon,成功唯一排在工作前面的地方是在字典里。 - 维达·沙宣,El único lugar donde el éxito viene antes que el trabajo es en el diccionario. - Vidal Sassoon,Ang tanging lugar kung saan nauuna ang tagumpay bago ang trabaho ay sa diksyunaryo. - Vidal Sassoon,Nơi duy nhất mà thành công đứng trước công việc là trong từ điển. - Vidal Sassoon,ที่เดียวที่ความสำเร็จมาก่อนการทำงานคือในพจนานุกรม - วิดัล แซสซูน,O único lugar onde o sucesso vem antes do trabalho é no dicionário. - Vidal Sassoon,डिक्शनरी ही एकमात्र ऐसी जगह है जहाँ सफलता काम से पहले आती है। - विडाल सैसून,Mahali pekee ambapo mafanikio huja kabla ya kazi ni katika kamusi. - Vidal Sassoon,Satu-satunya tempat di mana kesuksesan datang sebelum bekerja adalah di kamus. - Vidal Sassoon,Sèl plas kote siksè vini anvan travay se nan diksyonè a. - Vidal Sassoon,အလုပ်မစခင် အောင်မြင်မှုရရှိသည့် တစ်ခုတည်းသောနေရာသည် အဘိဓာန်တွင်ဖြစ်သည်။ - Vidal Sassoon
quote_9,main,Don't judge each day by the harvest you reap but by the seeds that you plant. - Robert Louis Stevenson,"Ne jugez pas chaque jour à la récolte que vous faites, mais aux graines que vous plantez. - Robert Louis Stevenson",不要以收获多少来评判每一天，而要以播种多少来评判。 - 罗伯特·路易斯·史蒂文森,"No juzgues cada día por la cosecha que recoges, sino por las semillas que plantas. - Robert Louis Stevenson",Huwag husgahan ang bawat araw sa aning iyong inaani kundi sa mga binhing iyong itinatanim. - Robert Louis Stevenson,Đừng đánh giá mỗi ngày qua vụ thu hoạch bạn gặt hái được mà hãy đánh giá qua những hạt giống bạn gieo trồng. - Robert Louis Stevenson,อย่าตัดสินแต่ละวันจากพืชผลที่คุณเก็บเกี่ยว แต่ให้ตัดสินจากเมล็ดพันธุ์ที่คุณหว่านลงไป - โรเบิร์ต หลุยส์ สตีเวนสัน,"Não julgue cada dia pela colheita que você colhe, mas pelas sementes que você planta. - Robert Louis Stevenson",प्रत्येक दिन को अपनी काटी गई फसल से नहीं बल्कि अपने द्वारा बोए गए बीजों से आंकें। - रॉबर्ट लुई स्टीवेन्सन,Usihukumu kila siku kwa mavuno unayovuna bali kwa mbegu ulizopanda. - Robert Louis Stevenson,"Jangan menilai setiap hari dari hasil panen yang kamu tuai, tapi dari benih yang kamu tanam. -Robert Louis Stevenson","Pa jije chak jou dapre rekòt ou rekòlte, men dapre grenn ou plante yo. - Robert Louis Stevenson",အသီးအနှံကို အသီးအနှံအလိုက် နေ့တိုင်းမစီရင်ဘဲ စိုက်သောအစေ့ကို ကြည့်ပြီး၊ - Robert Louis Stevenson
quote_10,main,The best way to predict your future is to create it. - Abraham Lincoln,La meilleure façon de prédire votre avenir est de le créer. - Abraham Lincoln,预测未来的最好方法是创造它。 - 亚伯拉罕·林肯,La mejor manera de predecir tu futuro es creándolo. - Abraham Lincoln,Ang pinakamahusay na paraan upang mahulaan ang iyong kinabukasan ay ang likhain ito. - Abraham Lincoln,Cách tốt nhất để dự đoán tương lai của bạn là tạo ra nó. - Abraham Lincoln,วิธีที่ดีที่สุดในการทำนายอนาคตของคุณคือการสร้างมันขึ้นมา - อับราฮัม ลินคอล์น,A melhor maneira de prever o seu futuro é criá-lo. - Abraham Lincoln,अपने भविष्य की भविष्यवाणी करने का सबसे अच्छा तरीका इसे बनाना है। - अब्राहम लिंकन,Njia bora ya kutabiri maisha yako ya baadaye ni kuunda. - Abraham Lincoln,Cara terbaik untuk memprediksi masa depan Anda adalah dengan menciptakannya. -Abraham Lincoln,Pi bon fason pou predi lavni ou se kreye li. - Abraram Lincoln,သင့်အနာဂတ်ကို ကြိုတင်ခန့်မှန်းရန် အကောင်းဆုံးနည်းလမ်းမှာ ၎င်းကို ဖန်တီးရန်ဖြစ်သည်။ - အေဗရာဟမ်လင်ကွန်း
quote_11,main,Hard work beats talent when talent doesn't work hard. - Tim Notke,Le travail acharné bat le talent quand le talent ne travaille pas dur. - Tim Notke,当才华不努力时，努力胜过才华。 - 蒂姆·诺特克,El trabajo duro vence al talento cuando el talento no trabaja duro. - Tim Notke,Talo ng sipag ang galing kapag ang galing ay hindi nagsisipag. - Tim Notke,Sự chăm chỉ đánh bại tài năng khi tài năng không làm việc chăm chỉ. - Tim Notke,งานหนักชนะพรสวรรค์ เมื่อพรสวรรค์ไม่ทำงานหนัก - ทิม น็อตเก้,O trabalho árduo vence o talento quando o talento não trabalha arduamente. - Tim Notke,"जब प्रतिभा कड़ी मेहनत नहीं करती, तो कड़ी मेहनत प्रतिभा को मात दे देती है। - टिम नॉटके",Kufanya kazi kwa bidii kunashinda talanta wakati talanta haifanyi kazi kwa bidii. - Tim Notke,Kerja keras mengalahkan bakat ketika bakat tidak bekerja keras. - Tim Notke,Travay di bat talan lè talan pa travay di. - Tim Notke,ပင်ကိုယ်စွမ်းရည်က အလုပ်မကြိုးစားတဲ့အခါ ပင်ကိုယ်စွမ်းရည်ကို ထက်မြက်စေတယ်။ - Tim Notke
quote_12,main,Farming looks mighty easy when your plow is a pencil and you're a thousand miles from the corn field. - Dwight D. Eisenhower,L'agriculture a l'air très facile quand votre charrue est un crayon et que vous êtes à mille kilomètres du champ de maïs. - Dwight D. Eisenhower,当你的犁是一支铅笔，而你离玉米地有一千英里远时，务农看起来非常容易。 - 德怀特·D·艾森豪威尔,La agricultura parece muy fácil cuando tu arado es un lápiz y estás a mil millas del campo de maíz. - Dwight D. Eisenhower,Ang pagsasaka ay mukhang napakadali kapag ang iyong araro ay isang lapis at ikaw ay nasa libu-libong milya ang layo mula sa bukid ng mais. - Dwight D. Eisenhower,Nông nghiệp trông có vẻ rất dễ dàng khi cái cày của bạn là một cây bút chì và bạn cách cánh đồng ngô một ngàn dặm. - Dwight D. Eisenhower,การทำฟาร์มดูเหมือนจะง่ายมากเมื่อคันไถของคุณคือดินสอ และคุณอยู่ห่างจากทุ่งข้าวโพดหนึ่งพันไมล์ - ดไวต์ ดี. ไอเซนฮาวร์,A agricultura parece muito fácil quando o seu arado é um lápis e você está a mil milhas do milharal. - Dwight D. Eisenhower,खेती करना तब बहुत आसान लगता है जब आपका हल एक पेंसिल हो और आप मक्के के खेत से हजार मील दूर हों। - ड्वाइट डी. आइजनहावर,Kilimo kinaonekana rahisi sana wakati jembe lako ni penseli na uko maili elfu moja kutoka shamba la mahindi. - Dwight D. Eisenhower,Bertani terlihat sangat mudah jika bajak Anda hanya sebatang pensil dan Anda berada ribuan mil dari ladang jagung. -Dwight D.Eisenhower,Agrikilti sanble pisan fasil lè chari ou a se yon kreyon epi ou se yon mil kilomèt de jaden an mayi. - Dwight D. Eisenhower,မင်းရဲ့ထယ်က ခဲတံဖြစ်ပြီး စပါးလယ်နဲ့ မိုင်တစ်ထောင်လောက်ဝေးတဲ့ အချိန်မှာ လယ်လုပ်ရတာ အရမ်းလွယ်တယ်။ - Dwight D. Eisenhower
quote_13,main,The master's eye fattens the pig. - Proverb,L'œil du maître engraisse le porc. - Proverbe,主人的眼睛能养肥猪。 - 谚语,El ojo del amo engorda al cerdo. - Proverbio,Ang mata ng amo ang nagpapataba sa baboy. - Salawikain,Mắt của chủ làm béo con heo. - Ngạn ngữ,สายตาของเจ้าของทำให้หมูอ้วน - สุภาษิต,O olho do dono é que engorda o porco. - Provérbio,मालिक की नजर ही सुअर को मोटा करती है। - कहावत,Jicho la bwana hunenepesha nguruwe. - Methali,Mata tuan menggemukkan babi. - Pepatah,Je mèt la angrese kochon an. - Pwovèb,သခင်၏မျက်လုံးသည် ဝက်ကို ဆူစေသည်။ - စကားပုံ
quote_14,main,Great things are done by a series of small things brought together. - Vincent Van Gogh,Les grandes choses se font par une série de petites choses rassemblées. - Vincent Van Gogh,伟大的事业是由一系列汇聚在一起的小事完成的。 - 文森特·梵高,Las cosas grandes se hacen mediante una serie de cosas pequeñas reunidas. - Vincent Van Gogh,Ang malalaking bagay ay nagagawa sa pamamagitan ng serye ng maliliit na bagay na pinagsama-sama. - Vincent Van Gogh,Những điều lớn lao được thực hiện bởi một loạt những điều nhỏ bé được tập hợp lại với nhau. - Vincent Van Gogh,สิ่งที่ยิ่งใหญ่สำเร็จได้ด้วยสิ่งเล็กน้อยหลายอย่างที่นำมารวมกัน - วินเซนต์ แวน โก๊ะ,Grandes coisas são feitas por uma série de pequenas coisas reunidas. - Vincent Van Gogh,महान कार्य एक साथ लाई गई छोटी-छोटी चीजों की श्रृंखला द्वारा किए जाते हैं। - विंसेंट वैन गॉग,Mambo makubwa hufanywa na msururu wa mambo madogo madogo yanayoletwa pamoja. - Vincent Van Gogh,Hal-hal besar dilakukan melalui serangkaian hal-hal kecil yang disatukan. -Vincent Van Gogh,Gwo bagay yo fè pa yon seri de ti bagay ki te rasanble ansanm. - Vincent Van Gogh,ကြီးကျယ်ခမ်းနားသော အရာများကို သေးငယ်သော အရာများ ဆက်တိုက် ပေါင်းစပ်၍ လုပ်ဆောင်သည်။ - ဗင်းဆင့်ဗန်ဂေါ့
quote_15,main,The foundation of every state is the education of its youth. - Diogenes,Le fondement de chaque État est l'éducation de sa jeunesse. - Diogenes,每一个国家的根基都在于对其青年的教育。 - 第欧根尼,La base de todo estado es la educación de su juventud. - Diógenes,Ang pundasyon ng bawat estado ay ang edukasyon ng kabataan nito. - Diogenes,Nền tảng của mọi quốc gia là giáo dục thanh thiếu niên. - Diogenes,รากฐานของทุกรัฐคือการศึกษาของเยาวชน - ไดโอจินีส,A base de todo estado é a educação de sua juventude. - Diógenes,हर राज्य की नींव उसके युवाओं की शिक्षा है। - डायोजनीज,Msingi wa kila jimbo ni elimu ya vijana wake. - Diogenes,Fondasi setiap negara bagian adalah pendidikan generasi mudanya. - Diogenes,Fondasyon chak eta se edikasyon jèn li yo. - Diogenes,ပြည်နယ်တိုင်း၏ အခြေခံအုတ်မြစ်သည် လူငယ်များ၏ ပညာရေးဖြစ်သည်။ - Diogenes
